0,0,50
2139,3574,16
-2719,-4514,1
511,4891,4
-938,-402,8
-31,870,3
-4650,-2942,6
3268,-2782,10
2917,2479,9
3553,-4550,1
579,4362,9
315,1671,1
2215,57,15
-4028,451,9
-1098,-206,12
-3846,-3292,10
912,1703,2
-3910,123,6
3108,3480,8
-2074,2244,1
-942,4398,21
-3811,-4050,7
2282,-4354,5
2419,45,6
-4749,-4391,20
2227,-2793,13
-4093,2839,8
-4752,1687,1
-4391,4880,16
3817,-3737,15
1740,4152,4
4375,-2100,5
3833,-89,1
3255,-3191,5
33,4517,4
-1781,-1336,8
-1483,-1077,4
-3475,-4622,3
3200,3250,10
-4572,-3753,21
-1923,-99,12
2324,-2702,5
-3288,-165,5
-4377,860,14
-419,-2798,12
-809,-1620,23
-2655,2281,9
-2580,1612,14
-436,-2251,7
-3161,3759,19
-1535,-137,12
3892,-895,19
2770,2763,4
-1917,3195,1
-4898,-1694,8
3247,1714,2
-2512,-2794,6
335,1038,7
-2356,-969,4
1085,562,10
-111,2103,2
1290,358,8
3723,2964,1
3800,-4165,9
375,-4639,1
1389,1005,1
-2205,-432,18
2029,3337,2
2577,1734,18
-670,-605,16
-726,2415,1
-2281,-1842,3
1138,3314,12
1162,-3914,2
-1915,1762,6
-4618,3925,4
2562,-1138,6
3960,-878,8
4763,-3438,10
2368,974,21
3717,3206,5
324,-3922,14
-4591,4308,7
2262,35,11
-4838,-3054,8
-4241,-338,9
-3625,-618,10
94,335,5
2778,2953,1
-3614,885,15
-461,4285,5
-3206,-77,13
4847,-395,6
1823,-1276,3
-3512,2209,4
4081,-4803,22
-1205,-3766,7
1944,-4935,6
-443,1494,2
-2877,-924,15
-4816,-434,11
-2282,-1326,15
-4437,-2322,7
-3604,-1314,7
2869,279,6
2561,-3644,13
-2284,1247,19
-1454,-1643,2
-1856,-3635,10
1537,744,6
-3965,-2392,19
-3128,4261,15
542,1917,4
3095,-184,5
-52,66,5
-1150,-1895,10
176,2876,1
-3202,431,11
-3660,-3233,13
3297,2067,12
87,-2234,14
3004,-2998,6
-4708,4202,8
1438,4695,7
4071,3487,8
-135,-4741,3
3730,-4053,1
1076,4483,4
-1226,1826,15
-329,-1805,24
-21,1072,14
-2081,-395,11
3827,4663,7
82,-3643,4
-1069,-1413,17
-3731,-4981,5
-4406,-2670,13
2387,-1455,2
91,2234,12
3599,1574,4
4269,3440,16
-1000,1485,2
1690,2997,15
3967,-4876,3
-993,1259,2
-421,1859,6
-3915,-2793,7
2111,2089,10
3708,-264,11
-707,-3612,3
3135,-2642,3
4096,-593,12
-3726,-3471,4
3364,-4232,18
-2927,1365,3
4059,175,22
-4092,1976,11
-4057,-2341,18
-3077,-1360,13
-4213,-1144,9
2407,-444,15
-3791,-1635,19
-4642,1271,10
-1522,1684,1
-1187,3261,3
4624,3736,5
4235,-2253,7
-1378,-1885,12
2691,-1041,19
-2397,-2211,1
-849,4437,14
-1946,2136,13
-189,-2744,2
3773,-1096,1
1204,4098,7
2324,-540,17
1942,-1527,1
-3230,4277,22
3114,2038,13
531,-3857,7
-3167,4344,2
-676,-1480,14
2561,-4319,2
-2198,2615,9
-1725,3837,5
3991,660,2
-4267,2739,7
-227,-1207,5
-1183,-459,9
-1597,1899,18
-3350,3783,20
-1192,818,18
-243,-3516,8
-156,-3940,14
2122,-4745,11
-1300,-1965,6
2967,-1382,2
-2878,-4936,1
1025,4173,5
3156,2015,1
4527,-699,10
-2134,1512,13
827,-752,12
3607,-3959,9
1650,-4241,21
-2123,-4332,1
4265,-1661,10
-3599,-3352,6
1197,-497,4
2196,-4730,5
-629,952,16
776,3745,8
-302,3684,16
-3472,-3132,4
2464,-1947,4
-776,-3717,3
4953,1619,12
-1494,-1619,7
-368,4003,15
3045,-167,7
3387,3517,1
2350,4138,3
288,-4269,2
4714,2751,3
494,-345,7
1089,-4585,11
2906,341,20
4000,2086,4
4920,-3765,15
2744,-2368,14
2484,4660,14
-306,-3414,8
-4448,3810,12
-2320,389,21
3558,419,14
2473,-4499,5
2285,-4888,23
3267,-4428,8
-3303,-4696,16
4903,3734,3
400,4506,12
-4682,-914,18
473,-2139,12
-362,855,10
-2433,1873,2
2205,-4781,2
3768,-859,2
2167,1003,9
-3419,2790,6
4832,3096,8
-3912,4077,5
-1953,1191,6
-1680,-1724,10
163,-627,9
-4523,-2189,3
-3930,3453,18
-3997,-4375,14
1417,1330,23
-2789,-3052,2
1470,-182,19
4840,-912,9
2455,-2752,4
4777,-2555,7
-2629,-3080,20
3649,-1367,11
-3859,2353,8
1941,-4792,1
-3283,3187,3
-3726,-1416,15
909,-3771,4
-4688,3455,2
-4393,3831,13
3195,2381,7
-899,-1218,18
1120,3939,17
-2017,46,13
-4018,3911,16
-974,-3832,9
-3021,4418,3
4217,-2754,2
-3084,-301,11
-3734,3668,15
-3116,-339,6
3943,4441,7
-4751,3136,18
-4039,-3894,5
4756,-4129,16
-3374,803,8
1437,4086,17
-3430,1410,3
2508,4246,20
1255,3119,10
2293,1815,16
-4971,3605,5
-3501,-4727,3
-2944,-565,7
1533,2344,6
2833,2909,6
2531,-3813,3
-3214,3578,3
354,4483,5
3277,2093,4
444,-1249,10
-4605,-2857,9
677,419,24
2280,1171,9
2994,-275,4
-4697,2381,3
-2098,-4678,6
2928,-4501,3
518,-2891,3
-4459,2526,9
-2816,-741,19
-135,-2876,4
-2666,-1004,5
-1618,-3408,1
-2624,-2454,4
-2909,-3648,9
4352,-1764,7
3970,3822,15
3058,4832,8
4183,-1673,18
1565,-2113,13
-2558,-4722,5
-4839,-4411,5
329,-3120,5
3869,3965,9
921,-249,8
4007,1267,16
4292,4030,4
-2522,689,16
-854,3883,19
-1473,-4505,2
-2810,-4353,1
-1206,-1994,7
-937,-3027,7
-1308,-4204,6
-516,-2433,18
-4789,702,10
-2521,3790,11
4133,2955,14
-1523,435,11
-1570,-3529,12
1008,674,3
2422,-1085,5
3684,1580,1
-2999,-153,20
3024,4414,21
4505,-614,8
-3635,-3449,21
3534,3359,2
-3451,-1843,8
4744,2620,2
64,-2535,1
-3955,-2167,12
-156,614,7
267,-1917,14
357,-1762,15
-89,3390,2
1946,-1079,1
1414,-4489,12
-1115,-998,4
753,592,16
1231,-1855,4
4387,532,15
1836,811,3
-3719,3499,10
3885,2619,17
-4413,2229,5
-4377,-4155,2
4048,-3948,8
-4570,-4828,12
-289,-781,2
523,-2602,8
1847,116,3
2477,-2942,14
4586,3143,6
-4707,-1350,1
-4267,4704,9
2620,4385,11
-3093,-3940,10
2785,1454,2
-3205,-4292,21
-1417,2949,5
4619,-53,19
-4122,-1137,18
-3004,-4733,6
-4350,-1636,12
-2143,-1595,3
3485,182,7
-2463,-2592,23
3676,-551,6
3982,-406,10
698,-3925,9
2370,-3132,1
2614,-3979,11
64,1723,5
-1540,-3786,2
4770,-1138,10
3726,2921,12
4253,2846,16
-3975,-3384,9
734,-1753,1
-3204,919,6
1398,-3923,18
1354,1405,4
-935,310,10
-3538,-2924,10
-1432,-4150,2
-1104,491,19
2887,1792,17
-3785,-1493,5
3488,2785,5
1500,-4662,1
-4424,-4165,5
-2327,2905,16
930,-1750,6
-1783,-2290,2
-2190,-4416,6
-1064,-3365,4
4161,4147,11
3655,-239,15
967,-2282,7
-2351,19,12
-2047,1548,7
-922,4630,9
-4878,2555,6
2717,-2075,11
-3722,673,7
1123,-3807,10
681,3921,1
-188,-4480,7
289,-591,2
-3203,713,2
4766,-3852,9
-1009,-967,5
-2646,-165,3
-3099,4982,7
2300,-3460,2
-2840,4031,7
-190,-3961,3
-1750,42,10
1671,-4530,6
-1941,-2595,8
2340,-4329,4
-925,2355,3
1978,-814,5
1592,509,8
-3418,1774,4
2024,-2982,1
529,-1920,16
3161,-3915,9
4172,2029,6
-1133,1336,5
1361,1898,3
3553,-4552,1
638,-2261,9
3917,-2892,15
4631,-2441,5
4000,942,12
3697,1895,13
1298,-2513,2
-1041,-3052,21
4308,-1202,2
-3825,-2441,6
-1080,-3401,3
3158,876,19
-2398,1197,2
3511,444,2
3494,3957,6
2972,-1292,2
-4237,4864,14
2014,4896,10
1781,1447,10
2622,-1891,20
-1622,1624,4
973,2,4
2718,-3139,2
-3522,-3692,12
-3033,1824,2
3927,-2237,8
-4592,-1317,14
3040,-827,19
-2096,-1306,21
2562,4635,6
2965,-711,4
1435,325,11
-889,1474,1
-287,1350,2
4660,-4957,6
3757,4710,7
-1426,-4227,10
-2288,3773,9
-772,-2700,7
889,3374,4
94,1053,5
-4764,442,5
1431,-2865,4
369,1413,2
-3171,242,2
-2316,3726,4
-4768,-328,3
-1736,-3565,2
4753,-3926,13
4590,-3931,7
-2840,-921,12
4597,3429,16
4032,4769,7
-3602,-3607,1
-2794,-3981,19
3983,-3383,10
2025,1608,14
-971,4006,7
4778,-2946,13
-1101,775,4
516,4805,3
327,2714,1
-3728,-2404,3
300,2404,14
-1348,-41,9
1043,-3036,7
-90,-3202,17
-2899,2086,4
4123,-1018,1
813,-601,4
-3219,3761,8
-3504,-4917,15
-3374,-2213,2
620,-2276,6
2557,-3960,6
-2663,-4018,9
-3060,-2646,4
2990,-658,5
4821,-1841,9
1161,-3829,11
-4798,-2990,3
-4357,1996,8
-505,249,2
3226,-902,7
2246,4591,23
-2000,-4749,1
625,-773,6
-1552,1089,6
-3313,-265,1
3296,-3116,16
-221,3380,13
1069,-656,13
4893,4953,1
-641,-737,1
-1831,-3976,3
-3039,-8,8
-2398,386,6
2289,3335,20
4187,-3866,3
-4404,2209,4
538,-3511,9
3027,-3211,6
187,4766,13
4917,3965,8
-768,4272,15
-1442,-3044,5
3230,-1960,9
-1125,-841,8
3071,-405,2
1583,-1154,11
-3979,-4691,2
-130,109,8
-1322,-199,10
-1208,127,18
-4555,688,16
-2259,2605,7
97,4123,13
-1373,908,13
144,253,14
-2156,-4434,7
1941,-7,10
4171,4333,4
-3138,-4698,2
888,-2556,7
-705,2161,6
2440,-1507,4
-2485,2969,12
-3836,2361,7
2066,-3545,10
1411,-3836,4
4525,3216,7
-1879,-3990,2
-1112,-216,1
-93,4729,4
-128,4457,4
-4441,-938,8
820,1626,11
-3274,-2336,6
-1423,1225,5
286,721,2
3633,4374,2
233,-1031,6
-1317,970,11
-3710,3914,12
173,-866,3
-4151,-1853,5
3752,-1765,11
4070,2332,11
-2326,1012,17
2054,-1581,8
1232,-4219,3
444,-2946,8
-3562,2858,13
4462,-2794,2
-1817,-730,6
4724,-4452,9
-58,-3715,1
3692,54,8
676,2406,5
2630,-1351,5
376,3692,15
4850,-4363,4
-3465,75,8
-2824,1796,2
536,-2335,4
-3436,-2437,1
-233,1942,2
-3219,1995,1
-4174,-3844,12
4506,3779,1
821,-585,2
152,4582,19
1565,4595,9
1356,3177,1
29,-2529,12
-315,-2707,14
766,-2979,1
-1110,2612,2
-1787,-1816,1
-2383,3564,12
3884,4843,6
227,-3631,9
1690,953,8
3919,4476,6
37,-734,13
235,-4362,9
-431,2980,5
2891,1466,2
-1446,595,15
3319,2438,1
-3265,717,16
3949,-1126,2
3352,3971,4
-2868,-2083,13
-1473,1890,15
4733,3024,8
-3675,1042,5
-4069,422,10
2160,4982,16
-777,-3169,14
-3056,4722,13
798,-2498,5
2257,4390,9
519,-4975,3
111,-688,19
1746,-1083,15
2206,-3078,1
1645,-1579,19
4168,1373,4
-4945,1575,15
-3519,-1158,1
37,3514,2
3943,-1206,8
1957,2080,5
-2544,1694,5
201,-3147,7
-2740,-1950,16
4256,1242,15
418,-4469,21
650,-2994,20
-4138,1681,20
2392,-287,4
2814,2480,10
4501,3425,2
198,-4737,13
1731,1639,4
194,-1383,2
-2464,4781,2
-2122,-4266,18
2145,2245,7
87,-4187,1
1766,2478,4
-2855,-14,7
-2924,-1408,10
-2863,-993,20
3851,-447,4
-1043,-745,13
2053,4055,11
1116,-1830,2
-2467,-4204,17
4815,-672,5
-4616,2838,9
-1857,1276,2
-3717,1686,2
-2917,4718,9
161,-484,1
-4832,-3712,1
1617,-4717,5
-4907,4642,12
-2124,-3018,4
-1501,2498,4
-2451,-913,10
3481,-3314,11
1084,-828,3
2030,-3547,16
4271,2579,11
-3568,3520,20
1151,-1068,4
1078,-4309,12
-2157,4042,12
-698,-4784,16
1932,-1645,1
4351,-2217,6
4179,825,19
-4955,413,9
-4179,1552,2
1110,2365,12
3142,2480,19
-417,-1010,21
-2165,1906,12
2755,-130,14
4858,2201,18
-1819,-318,6
1125,-323,17
4784,-1561,7
-2748,4533,4
2207,1225,10
-1543,-2789,7
-1941,2012,14
-597,-2115,19
-4745,1050,15
-3807,2532,21
-1762,-935,7
-2337,-4439,8
-3897,1514,1
1253,560,17
1527,-4003,14
-2228,3440,19
-1810,-96,5
4302,-3330,12
-3074,2163,11
4871,-3418,6
3240,3958,4
2054,281,9
-3770,4506,3
949,-96,2
-4295,-1034,2
2443,-1961,9
2122,-1034,1
2298,-3466,3
2967,-4973,1
-4564,153,12
-4610,1651,1
750,4781,17
-936,4553,7
-4287,688,3
2557,295,9
-4340,-259,10
4923,3132,7
211,1356,11
2747,4209,18
4654,2353,5
2968,3729,12
324,736,11
-213,-3420,13
259,-2667,13
3915,-2201,7
3089,-42,1
1394,-2862,13
-404,637,5
2401,1814,16
1037,4469,6
-2269,-342,24
2201,-2000,19
-2945,2627,14
3184,2640,18
-2996,3718,11
-4161,-645,2
-899,2119,4
-361,3909,5
-2638,-4570,8
-2049,-1226,16
-4882,3528,12
-1536,4234,22
2951,1198,7
1661,-2687,6
-4972,-130,3
3128,-2098,10
-4099,-4030,3
-2760,-27,4
-2617,-4592,3
-443,4166,9
-3460,763,6
-2616,-2415,12
-4708,355,3
1059,3893,10
1612,982,1
2894,-1121,11
228,-4543,7
-423,-3999,6
4283,193,3
1261,-3088,4
3568,3997,17
3740,-1695,2
0,-1478,10
-2761,70,14
4136,4198,1
-442,3868,2
3530,-1102,2
-4299,-406,3
-2908,1834,22
-291,-1492,3
-1827,-3892,2
-918,4222,19
-3737,2847,7
-1820,3863,21
4588,-3076,14
-2470,330,8
-3948,-2984,8
-1338,3365,1
4704,2842,5
-446,3121,10
-4056,-1418,6
4329,4232,13
-4369,-464,8
-2934,1497,6
739,834,1
-3671,-460,10
4945,651,5
633,-1448,3
1118,4703,11
1752,-4217,1
547,-3525,9
3694,1271,1
3689,2438,9
-3035,3690,5
-635,-504,9
-26,-534,9
-3188,4884,12
-2691,-2103,11
-2717,1951,4
1081,-3639,2
-2349,4981,10
3123,2595,19
-1390,-1248,6
4309,3210,11
-4683,-962,3
-2834,-4861,12
-1111,3976,6
-3247,498,3
-4952,592,3
-844,-3775,8
4990,1743,13
-3968,2684,18
4019,-2978,2
1150,-2253,19
617,-1678,8
3874,-1647,11
3178,1273,4
162,-2602,2
-2159,-3747,4
-3638,-1596,3
-4096,-3451,9
-4893,2600,15
3134,144,11
-53,-1162,9
-2193,3997,7
2322,-1483,1
4592,1118,18
578,-108,3
-2964,3925,13
615,2135,10
-1755,4055,17
3462,-3429,12
-1877,-81,10
4336,-1885,3
-231,2486,9
-3789,921,3
-3243,-2122,4
1908,1440,2
-2418,-417,16
-3909,2937,11
-2939,2115,1
2118,870,15
2591,-2356,5
-1053,-3235,9
-2377,-4840,15
4399,-1982,17
-735,-3719,1
-3488,3807,17
2708,-1674,4
1248,-4495,6
3797,-1208,7
-2759,-2122,1
732,-4569,6
2245,-4902,8
940,-3277,21
1889,3013,4
-4971,3329,4
-830,-1626,7
-3031,-2362,2
1460,-2167,1
-2364,-4973,18
-3247,74,16
3208,-1496,5
-2001,3791,2
-4332,-1370,5
-1295,4984,9
-1556,3223,8
4947,-4279,7
4581,3754,17
853,124,6
3070,-1254,10
1747,-3872,14
4627,-3772,9
-357,-548,7
-4143,-4713,9
-3780,2748,3
-3855,2459,1
3413,-1278,22
1884,4943,4
-4431,-3965,5
2360,-583,2
3408,4107,22
-3566,-859,1
4471,-4465,3
4729,-4779,1
1175,2072,17
