0,0,50
3597,-787,7
1264,4028,6
3904,-2333,10
-3636,319,7
-1264,2681,3
241,-4828,7
1661,2059,14
271,2282,1
-188,-3119,4
-2338,1244,5
-1077,3853,4
1813,1926,6
-3802,3752,20
3384,1446,16
-2425,4917,9
-1764,144,15
-4999,3521,2
-1377,798,14
1690,-4815,2
-1660,2331,3
-3013,-981,15
336,907,9
-3844,784,16
-1631,1475,19
-157,-4643,17
-25,-1371,17
2735,1221,4
2576,-4369,3
-1585,2127,4
-4648,-4451,6
2279,1273,5
750,-1814,14
-4517,-3152,7
-358,-1177,15
-4280,2237,9
-955,-3418,15
-2938,795,4
-3231,2534,1
-4748,-3068,11
-3522,2988,11
-3887,4829,8
4430,-4522,2
-3910,-1412,2
4254,3691,5
4653,-3613,6
-4468,-4991,4
-2782,-2629,4
-2947,2729,11
-648,-2832,8
-4130,4071,7
1729,2074,17
-3507,-1786,1
4798,-48,4
-4316,-3654,12
-4011,-1441,19
-3961,-1767,21
-3180,3822,20
-4817,-3969,8
1304,1168,8
-453,-940,20
4030,995,5
-642,412,14
825,-4630,7
-2988,-4907,19
1431,3256,22
4527,-3612,9
-4687,3710,2
-3465,2517,8
2467,3835,12
2837,824,13
4916,-4173,9
4892,4193,4
-977,2641,4
3616,1429,4
-3797,-1922,13
2925,-2652,8
-4153,-585,1
4757,-1625,9
4443,-2424,5
2794,3105,12
4671,3393,17
-3049,2425,14
-1501,894,3
1131,4052,3
4685,-1947,12
-4638,-2272,10
-3914,4467,5
1947,1157,11
2053,2492,1
4181,-4027,8
2876,-3478,2
734,-2873,6
-1020,3182,1
3975,-3428,2
-2843,-3682,10
2878,2015,10
3581,-3798,3
840,1397,7
1401,4699,10
3829,-88,8
3807,-3545,5
1712,4099,9
3775,-2743,6
-2840,-308,18
2142,-3367,16
1091,-3750,7
-1393,4564,2
-2742,-4265,1
-1336,-2603,3
1455,-841,15
3785,-1558,9
-3613,-312,7
1306,496,13
-2762,-2995,10
-4787,4196,9
3962,-4468,14
3589,-767,9
-149,-4217,8
4677,-4465,19
4899,-120,5
-2931,3149,10
4498,1614,6
-3173,-1157,11
3558,4606,20
4100,235,6
480,-4732,4
-158,2291,2
-215,-2978,22
-1398,1133,11
-2983,4365,1
-2918,-2148,1
310,-1542,9
-4473,-2707,5
4030,3169,6
4334,-1113,3
19,-2498,2
-1870,-3939,8
3512,79,2
-1117,3950,8
-2699,4702,3
-2025,4481,11
4451,4626,5
-3323,1755,17
-2215,3512,9
-4138,1945,9
-1066,-409,1
-2276,-4932,5
806,3972,8
-1077,3176,3
-1593,4965,2
2805,-4860,23
-374,2937,16
-4714,4782,7
-4381,-4263,19
-4278,-4171,5
3946,-2073,18
